Start at '6/10/2022 9:34:30 AM'											
Tick	-7.951583	6.99595	-2.571312		-0.608148	-0.405	0.5129672		TRUE	1	5
Tick	7.997546	6.99595	-2.624836		0.5989784	-0.405	0.5236451		FALSE	1	5
Tick	-8.04936	6.99595	-2.488838		-2.337275	-0.405	1.97147		TRUE	1	11
Tick	8.09385	6.99595	-2.540645		2.302034	-0.405	2.012508		FALSE	1	11
Tick	-8.244715	6.99595	-2.324058		-3.883388	-0.405	3.275603		TRUE	1	17
Tick	8.28626	6.99595	-2.372435		3.824835	-0.405	3.343787		FALSE	1	17
Tick	-8.525097	6.99595	-2.087558		-5.20307	-0.405	4.388742		TRUE	1	23
Tick	8.562414	6.99595	-2.131012		5.124617	-0.405	4.480098		FALSE	1	23
Tick	-8.875715	6.99595	-1.791815		-6.263369	-0.405	5.283094		TRUE	1	29
Tick	8.907746	6.99595	-1.829112		6.168928	-0.405	5.393067		FALSE	1	29
Tick	-9.280186	6.99595	-1.450648		-7.042345	-0.405	5.940154		TRUE	1	35
Tick	9.306117	6.99595	-1.480844		6.936158	-0.405	6.063802		FALSE	1	35
Tick	-9.721195	6.99595	-1.07866		-7.529189	-0.405	6.350802		TRUE	1	41
Tick	9.740478	6.99595	-1.101113		7.415661	-0.405	6.482998		FALSE	1	41
Tick	-10.18117	6.99595	-0.6906784		-7.723953	-0.405	6.515084		TRUE	1	47
Tick	10.19351	6.99595	-0.7050554		7.607488	-0.405	6.650699		FALSE	1	47
Tick	-10.64289	6.99595	-0.301221		-7.636909	-0.405	6.441666		TRUE	1	53
Tick	10.64827	6.99595	-0.3074912		7.521759	-0.405	6.575752		FALSE	1	53
Tick	-11.07757	6.99595	0.08904997		-6.741183	-0.405	6.716971		TRUE	1	59
Tick	2.097188	6.99595	2.778137		1.793159	-0.405	7.819123		FALSE	1	59
Tick	-11.41453	6.99595	0.5259306		-4.745703	-0.405	7.696636		TRUE	1	65
Tick	-3.044547	6.99595	4.572238		0.895728	-0.405	7.389713		FALSE	1	65
Tick	-11.62765	6.99595	1.010362		-3.601618	-0.405	7.703932		TRUE	1	71
Tick	-3.905688	6.99595	5.163203		-0.0685139	-0.405	6.978313		FALSE	1	71
Tick	-11.79457	6.99595	1.471988		-1.993705	-0.405	7.820386		TRUE	1	77
Tick	-4.092045	6.99595	5.577274		-0.1637679	-0.405	6.399466		FALSE	1	77
Tick	-11.8338	6.99595	1.953899		0.2884916	-0.405	8.140191		TRUE	1	83
Tick	-4.183793	6.99595	5.947598		-2.479669	-0.405	5.982352		FALSE	1	83
Tick	-11.74076	6.99595	2.444335		2.427516	-0.405	8.156802		TRUE	1	89
Tick	-4.407199	6.99595	6.286324		-4.576428	-0.405	5.381159		FALSE	1	89
Tick	-11.5264	6.99595	2.925662		4.357434	-0.405	7.88798		TRUE	1	95
Tick	-4.746956	6.99595	6.583506		-6.397263	-0.405	4.628832		FALSE	1	95
Tick	-11.20527	6.99595	3.38163		6.022494	-0.405	7.359393		TRUE	1	101
Tick	-5.184799	6.99595	6.831301		-7.891754	-0.405	3.759718		FALSE	1	101
Tick	-10.79485	6.99595	3.797768		7.37928	-0.405	6.604102		TRUE	1	107
Tick	-5.699708	6.99595	7.02394		-9.022552	-0.405	2.809853		FALSE	1	107
Tick	-10.31474	6.99595	4.161839		8.398324	-0.405	5.661806		TRUE	1	113
Tick	-6.269146	6.99595	7.157905		-9.771308	-0.405	1.817204		FALSE	1	113
Tick	-9.78581	6.99595	4.464144		9.063715	-0.405	4.576438		TRUE	1	119
Tick	-6.869987	6.99595	7.231939		-10.13416	-0.405	0.8190266		FALSE	1	119
Tick	-9.229448	6.99595	4.697713		9.372856	-0.405	3.39437		TRUE	1	125
Tick	-7.421797	6.9	7.24781		-10.121	-0.4049999	-0.1494114		FALSE	1	125
Tick	-8.666736	6.99595	4.858393		9.335773	-0.405	2.162642		TRUE	1	131
Tick	-7.676557	6.9	7.230356		-9.872648	-0.4049999	-1.060773		FALSE	1	131
Tick	-8.117742	6.99595	4.944823		8.974021	-0.405	0.9272819		TRUE	1	137
Tick	-7.759645	6.999983	6.819704		-9.516913	-0.405	-1.847533		FALSE	1	137
Tick	-7.600883	6.99595	4.958323		8.319268	-0.405	-0.2682485		TRUE	1	143
Tick	-7.761845	6.999984	6.219704		-9.169149	-0.405	-2.264205		FALSE	1	143
Tick	-7.132374	6.99595	4.902687		7.41158	-0.405	-1.384426		TRUE	1	149
Tick	-8.197981	6.99595	5.993852		-8.755739	-0.405	-2.377977		FALSE	1	149
Tick	-6.725789	6.99595	4.78391		6.297536	-0.405	-2.386817		TRUE	1	155
Tick	-8.700627	6.99595	5.850225		-8.070528	-0.405	-2.392926		FALSE	1	155
Tick	-6.391736	6.99595	4.609845		5.028215	-0.405	-3.246987		TRUE	1	161
Tick	-9.15346	6.99595	5.708693		-7.142873	-0.405	-2.323226		FALSE	1	161
Tick	-6.137668	6.99595	4.38982		3.657141	-0.405	-3.943147		TRUE	1	167
Tick	-9.543543	6.99595	5.574089		-6.019439	-0.405	-2.17627		FALSE	1	167
Tick	-5.967797	6.99595	4.134229		2.23827	-0.405	-4.460522		TRUE	1	173
Tick	-9.860891	6.99595	5.45072		-4.751012	-0.405	-1.961725		FALSE	1	173
Tick	-5.883144	6.99595	3.854101		0.8240703	-0.405	-4.791461		TRUE	1	179
Tick	-10.09865	6.99595	5.342247		-3.390485	-0.405	-1.691057		FALSE	1	179
Tick	-5.881685	6.99595	3.560679		-0.5362204	-0.405	-4.935289		TRUE	1	185
Tick	-10.25316	6.99595	5.251597		-1.990879	-0.405	-1.377027		FALSE	1	185
Tick	-5.958603	6.99595	3.265012		-1.798134	-0.405	-4.89792		TRUE	1	191
Tick	-10.32387	6.99595	5.180899		-0.6034776	-0.405	-1.033165		FALSE	1	191
Tick	-6.106618	6.99595	2.977584		-2.923251	-0.405	-4.691266		TRUE	1	197
Tick	-10.31322	6.99595	5.131462		0.7238608	-0.405	-0.6732556		FALSE	1	197
Tick	-6.316388	6.99595	2.707975		-3.880185	-0.405	-4.332468		TRUE	1	203
Tick	-10.22635	6.99595	5.103771		1.948182	-0.405	-0.3108381		FALSE	1	203
Tick	-8.118	6.9595	3.006112		0	-1.62	0		TRUE	1	209
Tick	-8.118	6.9595	5.67		0	-1.62	0		FALSE	1	209
Tick	-8.118	6.77725	3.006112		0	-4.05	0		TRUE	1	215
Tick	-8.118	6.77725	5.67		0	-4.05	0		FALSE	1	215
Tick	-8.118	6.4492	3.006112		0	-6.480001	0		TRUE	1	221
Tick	-8.118	6.4492	5.67		0	-6.480001	0		FALSE	1	221
Tick	-8.118	5.97535	3.006112		0	-8.910002	0		TRUE	1	227
Tick	-8.118	5.97535	5.67		0	-8.910002	0		FALSE	1	227
Tick	-8.118	5.3557	3.006112		0	-11.34	0		TRUE	1	233
Tick	-8.118	5.3557	5.67		0	-11.34	0		FALSE	1	233
Tick	-8.118	4.59025	3.006112		0	-13.77	0		TRUE	1	239
Tick	-8.118	4.59025	5.67		0	-13.77	0		FALSE	1	239
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	245
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	245
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	251
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	251
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	257
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	257
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	263
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	263
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	269
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	269
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	275
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	275
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	281
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	281
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	287
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	287
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	293
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	293
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	299
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	299
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	305
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	305
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	311
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	311
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	317
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	317
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	323
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	323
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	329
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	329
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	335
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	335
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	341
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	341
Tick	-8.118	4.685949	3.006112		0	-1.405	0		TRUE	1	347
Tick	-8.118	4.685949	5.67		0	-1.405	0		FALSE	1	347
Level	1	Complete	6/10/2022 9:34	3.499997							
Tick	-8.118	4.6195	3.006112		0	-2.62	0		TRUE	1	353
Tick	-8.118	4.6195	5.67		0	-2.62	0		FALSE	1	353
Tick	-8.118	4.37725	3.006112		0	-5.05	0		TRUE	1	359
