Start at '6/10/2022 8:53:25 AM'
Tick, (-10.90, 7.00, 3.57), (6.51, -0.41, 7.99), True, 6/10/2022 8:53:25 AM
Tick, (-4.81, 7.00, 6.69), (-6.59, -0.41, 4.10), False, 6/10/2022 8:53:25 AM
Tick, (-7.59, 7.00, 1.48), (-2.62, -0.41, -3.35), True, 6/10/2022 8:53:26 AM
Tick, (-8.48, 7.00, 5.65), (-1.34, -0.41, -0.97), False, 6/10/2022 8:53:26 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:27 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:27 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:28 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:28 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:29 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:29 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:30 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:30 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:31 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:31 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:32 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:32 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:33 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:33 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:34 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:34 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:35 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:35 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:36 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:36 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:37 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:37 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:38 AM
Tick, (-8.12, 4.69, 5.67), (0.00, -1.41, 0.00), False, 6/10/2022 8:53:38 AM
Tick, (-8.12, 4.69, 3.01), (0.00, -1.41, 0.00), True, 6/10/2022 8:53:39 AM
