Start at '6/10/2022 9:44:59 AM'
Tick	-7.951583	6.99595	-2.571312		-0.608148	-0.405	0.5129672		True	1	5	0.05	100
Tick	7.997546	6.99595	-2.624836		0.5989784	-0.405	0.5236451		False	1	5	0.05	100
Tick	-8.04936	6.99595	-2.488838		-2.337275	-0.405	1.97147		True	1	11	0.11	100
Tick	8.09385	6.99595	-2.540645		2.302034	-0.405	2.012508		False	1	11	0.11	100
Tick	-8.244715	6.99595	-2.324058		-3.883388	-0.405	3.275603		True	1	17	0.17	100
Tick	8.28626	6.99595	-2.372435		3.824835	-0.405	3.343787		False	1	17	0.17	100
Tick	-8.525097	6.99595	-2.087558		-5.20307	-0.405	4.388742		True	1	23	0.23	100
Tick	8.562414	6.99595	-2.131012		5.124617	-0.405	4.480098		False	1	23	0.23	100
Tick	-8.875715	6.99595	-1.791815		-6.263369	-0.405	5.283094		True	1	29	0.29	100
Tick	8.907746	6.99595	-1.829112		6.168928	-0.405	5.393067		False	1	29	0.29	100
Tick	-9.280186	6.99595	-1.450648		-7.042345	-0.405	5.940154		True	1	35	0.3499999	100
Tick	9.306117	6.99595	-1.480844		6.936158	-0.405	6.063802		False	1	35	0.3499999	100
Tick	-9.721195	6.99595	-1.07866		-7.529189	-0.405	6.350802		True	1	41	0.4099999	100
Tick	9.740478	6.99595	-1.101113		7.415661	-0.405	6.482998		False	1	41	0.4099999	100
Tick	-10.18117	6.99595	-0.6906784		-7.723953	-0.405	6.515084		True	1	47	0.4699998	100
Tick	10.19351	6.99595	-0.7050554		7.607488	-0.405	6.650699		False	1	47	0.4699998	100
Tick	-10.64289	6.99595	-0.301221		-7.636909	-0.405	6.441666		True	1	53	0.5299998	100
Tick	10.64827	6.99595	-0.3074912		7.521759	-0.405	6.575752		False	1	53	0.5299998	100
Tick	-11.09009	6.99595	0.07599093		-7.287598	-0.405	6.147026		True	1	59	0.5899997	100
Tick	11.08873	6.99595	0.07757258		7.177717	-0.405	6.27498		False	1	59	0.5899997	100
Tick	-11.50749	6.99595	0.4289691		-6.655562	-0.405	5.704529		True	1	65	0.6499997	100
Tick	11.49712	6.99595	0.4383318		6.28389	-0.405	5.866626		False	1	65	0.6499997	100
Tick	-11.87049	6.99595	0.7590078		-5.595387	-0.405	5.330333		True	1	71	0.7099996	100
